Slno,Course,Vacant Seats,Differently Abled,College,District,College Sector,Course Sector
776,BCom - Co-operation,22,0,"Sree Narayana Guru Memorial Arts & Science College, Thuravoor",Alappuzha,Self Financing,Self Financing
777,BA - English,23,0,"Sree Narayana College of Technology, Vadakkevila",Kollam,Self Financing,Self Financing
778,BSc - Botany and Biotechnology,14,0,"Sree Narayana College of Technology, Vadakkevila",Kollam,Self Financing,Self Financing
779,BCom - Commerce with Computer Application,6,0,"Sree Narayana College of Technology, Vadakkevila",Kollam,Self Financing,Self Financing
780,BCA - Computer Applications,6,0,"Sree Narayana College of Technology, Vadakkevila",Kollam,Self Financing,Self Financing
781,BSc - Computer Science,12,0,"PMSA Pookoya Thangal Memorial Arts and Science College,Kadakkal",Kollam,Self Financing,Self Financing
782,BSc - Biochemistry and Industrial Microbiology,15,0,"PMSA Pookoya Thangal Memorial Arts and Science College,Kadakkal",Kollam,Self Financing,Self Financing
783,BCA - Computer Applications,16,0,"PMSA Pookoya Thangal Memorial Arts and Science College,Kadakkal",Kollam,Self Financing,Self Financing
784,BBA - Business Administration,23,0,"PMSA Pookoya Thangal Memorial Arts and Science College,Kadakkal",Kollam,Self Financing,Self Financing
785,BCom - Co-operation,28,0,"PMSA Pookoya Thangal Memorial Arts and Science College,Kadakkal",Kollam,Self Financing,Self Financing
786,BCom - Computer Application,26,0,"PMSA Pookoya Thangal Memorial Arts and Science College,Kadakkal",Kollam,Self Financing,Self Financing
787,BA - English & Communicative English,26,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
788,BSc - Computer Science,23,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
789,BCom - Commerce & Tax Procedure and Practice,29,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
790,BCom - Commerce & Tourism and Travel Management,29,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
791,BCom - Commerce with Computer Application,54,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
792,BCA - Computer Applications,2,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
793,BBA - Business Administration,11,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
794,BMS - Hotel Management,29,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
795,BCom - Finance,7,0,"Naipunya School of Management,Cherthala",Alappuzha,Self Financing,Self Financing
796,BA - English,18,0,"MSN Institute of Management & Technology, Mukundapuram,Chavara",Kollam,Self Financing,Self Financing
797,BCom - Co-operation,13,0,"MSN Institute of Management & Technology, Mukundapuram,Chavara",Kollam,Self Financing,Self Financing
798,BCom - Computer Application,31,0,"MSN Institute of Management & Technology, Mukundapuram,Chavara",Kollam,Self Financing,Self Financing
799,BA - Economics,24,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
800,BA - English,25,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
801,BA - History,25,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
802,BSc - Chemistry,22,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
803,BSc - Geography,14,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
804,BSc - Mathematics,15,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
805,BSc - Physics,15,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
806,BCom - Commerce & Tax Procedure and Practice,16,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
807,BCom - Computer Application,20,0,"Sree Narayana Guru College of Advanced Studies, Cherthala",Alappuzha,Self Financing,Self Financing
808,BA - English,27,0,"Sree Narayana Guru College of Advanced Studies, Punalur",Kollam,Self Financing,Self Financing
809,BSc - Physics,25,0,"Sree Narayana Guru College of Advanced Studies, Punalur",Kollam,Self Financing,Self Financing
810,BCom - Commerce with Computer Application,25,0,"Sree Narayana Guru College of Advanced Studies, Punalur",Kollam,Self Financing,Self Financing
811,BBA - Business Administration,23,0,"Sree Narayana Guru College of Advanced Studies, Punalur",Kollam,Self Financing,Self Financing
812,BA - English & Communicative English,26,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
813,BA - English,16,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
814,BA - Journalism and Mass Communication,17,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
815,BSc - Computer Science,8,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
816,BSc - Electronics,20,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
817,BCom - Commerce & Tax Procedure and Practice,8,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
818,BCom - Commerce & Tourism and Travel Management,11,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
819,BCA - Computer Applications,10,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
820,BBA - Business Administration,12,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
821,BSW - Bachelor of Social Work,16,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
822,BCom - Co-operation,4,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
823,BCom - Computer Application,7,0,"CHMM College for Advanced Studies, Chavarkode",Thiruvananthapuram,Self Financing,Self Financing
824,BA - English,11,0,"Sree Sankara Vidya Peetom College, Nagaroor",Thiruvananthapuram,Self Financing,Self Financing
825,BSc - Psychology,15,0,"Sree Sankara Vidya Peetom College, Nagaroor",Thiruvananthapuram,Self Financing,Self Financing
826,BSc - Computer Science,12,0,"Sree Sankara Vidya Peetom College, Nagaroor",Thiruvananthapuram,Self Financing,Self Financing
827,BBA - Business Administration,3,0,"Sree Sankara Vidya Peetom College, Nagaroor",Thiruvananthapuram,Self Financing,Self Financing
828,BCom - Co-operation,12,0,"Sree Sankara Vidya Peetom College, Nagaroor",Thiruvananthapuram,Self Financing,Self Financing
829,BCom - Computer Application,16,0,"Sree Sankara Vidya Peetom College, Nagaroor",Thiruvananthapuram,Self Financing,Self Financing
830,BA - English & Communicative English,11,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
831,BA - English,13,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
832,BSc - Bio Chemistry,29,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
833,BSc - Botany and Biotechnology,25,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
834,BSc - Computer Science,14,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
835,BSc - Electronics,35,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
836,BSc - Geography,24,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
837,BSc - Physics and Computer Application,31,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
838,BCom - Commerce & Tax Procedure and Practice,9,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
839,BCom - Commerce & Tourism and Travel Management,27,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
840,BCom - Finance,4,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
841,BCom - Co-operation,7,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
842,BCom - Computer Application,9,0,"Emmanuel College, Vazhichal",Thiruvananthapuram,Self Financing,Self Financing
843,BA - English & Communicative English,30,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
844,BSc - Botany and Biotechnology,27,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
845,BSc - Computer Science,30,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
846,BSc - Electronics,29,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
847,BSc - Physics and Computer Application,17,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
848,BCom - Commerce & Tourism and Travel Management,32,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
849,BCom - Commerce with Computer Application,30,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
850,BCA - Computer Applications,19,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
851,BBA - Business Administration,25,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
852,BCom - Finance,25,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
853,BCom - Computer Application,29,0,"K V V S College of Science and Technology, Kaithaparambu, Adoor",Pathanamthitta,Self Financing,Self Financing
854,BA - English,8,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
855,BSc - Botany and Biotechnology,19,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
856,BSc - Chemistry,15,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
857,BSc - Computer Science,12,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
858,BSc - Electronics,14,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
859,BSc - Polymer Chemistry,21,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
860,BCom - Commerce with Computer Application,0,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
861,BCA - Computer Applications,7,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
862,BBA - Business Administration,6,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
863,BCom - Finance,8,0,"Marthoma College of Science And Technology, Ayur",Kollam,Self Financing,Self Financing
864,BVoc - Food Processing,16,0,"Snehacharya Institute of Management and Technology, Karuvatta",Alappuzha,Self Financing,Self Financing
865,BVoc - Travel and Tourism,24,0,"Snehacharya Institute of Management and Technology, Karuvatta",Alappuzha,Self Financing,Self Financing
866,BVoc - Food Processing,8,0,"Lourdes Matha Institute of Hotel Management and Catering Technology, Kuttichal",Thiruvananthapuram,Self Financing,Self Financing
867,BA - English & Communicative English,0,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
868,BSc - Botany,1,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
869,BSc - Botany and Biotechnology,3,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
870,BSc - Computer Science,0,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
871,BSc - Electronics,6,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
872,BSc - Biochemistry and Industrial Microbiology,8,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
873,BSc - Physics and Computer Application,5,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
874,BCom - Commerce & Tax Procedure and Practice,0,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
875,BCA - Computer Applications,0,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
876,BBA - Business Administration,0,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
877,BSW - Bachelor of Social Work,0,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
878,BCom - Computer Application,0,0,"National College, Ambalathara",Thiruvananthapuram,Self Financing,Self Financing
879,BA - English & Communicative English,11,0,"Muslim Association College of Arts and Science, Panavoor",Thiruvananthapuram,Self Financing,Self Financing
880,BA - Economics,16,0,"Muslim Association College of Arts and Science, Panavoor",Thiruvananthapuram,Self Financing,Self Financing
881,BA - Sociology,11,2,"Muslim Association College of Arts and Science, Panavoor",Thiruvananthapuram,Self Financing,Self Financing
882,BSc - Computer Science,9,0,"Muslim Association College of Arts and Science, Panavoor",Thiruvananthapuram,Self Financing,Self Financing
883,BCom - Commerce with Computer Application,7,0,"Muslim Association College of Arts and Science, Panavoor",Thiruvananthapuram,Self Financing,Self Financing
884,BBA - Business Administration,6,0,SDV College of Arts & Applied Science,Thiruvananthapuram,Self Financing,Self Financing
885,BCom - Co-operation,12,0,SDV College of Arts & Applied Science,Thiruvananthapuram,Self Financing,Self Financing
886,BA - English & Communicative English,30,0,SDV College of Arts & Applied Science,Alappuzha,Self Financing,Self Financing
887,BA - English,27,0,SDV College of Arts & Applied Science,Alappuzha,Self Financing,Self Financing
888,BA - Journalism and Mass Communication,29,0,SDV College of Arts & Applied Science,Alappuzha,Self Financing,Self Financing
889,BSc - Biotechnology,28,0,SDV College of Arts & Applied Science,Alappuzha,Self Financing,Self Financing
890,BCom - Commerce & Tourism and Travel Management,28,0,SDV College of Arts & Applied Science,Alappuzha,Self Financing,Self Financing
891,BBA - Business Administration,22,0,SDV College of Arts & Applied Science,Alappuzha,Self Financing,Self Financing
892,BCom - Finance,25,0,SDV College of Arts & Applied Science,Alappuzha,Self Financing,Self Financing
893,BCom - Computer Application,24,0,SDV College of Arts & Applied Science,Alappuzha,Self Financing,Self Financing
894,BA - English,18,0,"Sree Narayana Guru College of Advanced Studies, Sivagiri, Varkala",Thiruvananthapuram,Self Financing,Self Financing
895,BA - Political Science,23,0,"Sree Narayana Guru College of Advanced Studies, Sivagiri, Varkala",Thiruvananthapuram,Self Financing,Self Financing
896,BSc - Psychology,11,0,"Sree Narayana Guru College of Advanced Studies, Sivagiri, Varkala",Thiruvananthapuram,Self Financing,Self Financing
897,BSc - Geology,16,0,"Sree Narayana Guru College of Advanced Studies, Sivagiri, Varkala",Thiruvananthapuram,Self Financing,Self Financing
898,BSc - Physics,18,0,"Sree Narayana Guru College of Advanced Studies, Sivagiri, Varkala",Thiruvananthapuram,Self Financing,Self Financing
899,BCom - Commerce & Tax Procedure and Practice,12,0,"Sree Narayana Guru College of Advanced Studies, Sivagiri, Varkala",Thiruvananthapuram,Self Financing,Self Financing
900,BCom - Co-operation,13,0,"Sree Narayana Guru College of Advanced Studies, Sivagiri, Varkala",Thiruvananthapuram,Self Financing,Self Financing
901,BA - English,19,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
902,BA - Malayalam,23,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
903,BSc - Mathematics,22,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
904,BSc - Physics,16,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
905,BCom - Commerce with Computer Application,9,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
906,BCA - Computer Applications,3,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
907,BBA - Business Administration,9,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
908,BSW - Bachelor of Social Work,14,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
909,BCom - Co-operation,0,0,"Sree Vidyadhiraja Arts and Science College, Karunagappally",Kollam,Self Financing,Self Financing
